MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:108359,Alx4,aristaless-like homeobox 4,2,,DNA-binding transcription factor activity,,,IDA,,J:50255 J:51128 J:73689 
MGI:108359,Alx4,aristaless-like homeobox 4,2,,"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding",,,IDA,,J:51128 
MGI:1915808,Ankra2,"ankyrin repeat, family A (RFXANK-like), 2",13,,transcription coregulator activity,,,IBA,PTN001538048 ,J:161428 
MGI:1097717,Ankrd1,ankyrin repeat domain 1 (cardiac muscle),19,,transcription coactivator activity,,,ISO,Q15327 ,J:164563 
MGI:1097717,Ankrd1,ankyrin repeat domain 1 (cardiac muscle),19,,transcription corepressor activity,,,IDA,,J:38866 
MGI:1861447,Ankrd2,ankyrin repeat domain 2 (stretch responsive muscle),19,,transcription coregulator activity,,,IBA,PTN001191343 ,J:161428 
MGI:88042,Apex1,apurinic/apyrimidinic endonuclease 1,14,,transcription coactivator activity,,,ISO,P27695 ,J:164563 
MGI:88064,Ar,androgen receptor,X,,androgen receptor activity,,,IDA,,J:78409 J:91599 J:207823 J:240274 
MGI:88064,Ar,androgen receptor,X,,androgen receptor activity,,,ISO,P10275 ,J:164563 
MGI:88064,Ar,androgen receptor,X,,androgen receptor activity,,,ISO,RGD:2147 ,J:155856 
MGI:88064,Ar,androgen receptor,X,,DNA-binding transcription factor activity,,,IDA,,J:78409 J:87326 J:105872 
MGI:88064,Ar,androgen receptor,X,,DNA-binding transcription factor activity,,,ISO,P10275 ,J:164563 
MGI:88064,Ar,androgen receptor,X,,nuclear receptor activity,,,ISO,P10275 ,J:164563 
MGI:88064,Ar,androgen receptor,X,,"transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding",,,ISO,P10275 ,J:164563 
MGI:1929494,Arhgap35,Rho GTPase activating protein 35,7,,"transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding",,,ISO,Q9NRY4 ,J:164563 
MGI:1328360,Arid3a,AT rich interactive domain 3A (BRIGHT-like),10,,DNA-binding transcription factor activity,regulates Igh-VS107,,IDA,,J:177460 
MGI:1328360,Arid3a,AT rich interactive domain 3A (BRIGHT-like),10,,DNA-binding transcription factor activity,,,IDA,,J:95172 
MGI:1328360,Arid3a,AT rich interactive domain 3A (BRIGHT-like),10,,"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding",,,IDA,,J:95172 
MGI:1328360,Arid3a,AT rich interactive domain 3A (BRIGHT-like),10,,"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding",,,IMP,,J:95172 
MGI:1930768,Arid3b,AT rich interactive domain 3B (BRIGHT-like),9,,"transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific DNA binding",,,IDA,,J:51742 
MGI:1930768,Arid3b,AT rich interactive domain 3B (BRIGHT-like),9,,"transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding",,,IDA,,J:51742 
MGI:3650624,Arid3c,AT rich interactive domain 3C (BRIGHT-like),4,,"transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding",,,IDA,,J:177460 
MGI:2443039,Arid5a,AT rich interactive domain 5A (MRF1-like),1,,transcription corepressor activity,,,ISO,Q03989 ,J:164563 
MGI:2175912,Arid5b,AT rich interactive domain 5B (MRF1-like),10,,transcription coactivator activity,,,ISO,Q14865 ,J:164563 
MGI:2175912,Arid5b,AT rich interactive domain 5B (MRF1-like),10,,"transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding",,,ISO,Q14865 ,J:164563 
MGI:1349429,Arl2bp,ADP-ribosylation factor-like 2 binding protein,8,,transcription coactivator activity,,,ISO,Q9Y2Y0 ,J:164563 
MGI:88071,Arnt,aryl hydrocarbon receptor nuclear translocator,3,,aryl hydrocarbon receptor activity,,,IMP,MGI:2176696 ,J:64967 
MGI:88071,Arnt,aryl hydrocarbon receptor nuclear translocator,3,,DNA-binding transcription factor activity,,,TAS,,J:65378 
MGI:88071,Arnt,aryl hydrocarbon receptor nuclear translocator,3,,transcription coactivator activity,,,IDA,,J:93202 
MGI:88071,Arnt,aryl hydrocarbon receptor nuclear translocator,3,contributes_to,"transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding",,,ISO,P27540 ,J:164563 
MGI:107188,Arnt2,aryl hydrocarbon receptor nuclear translocator 2,7,,DNA-binding transcription factor activity,,,IDA,,J:31945 
MGI:107188,Arnt2,aryl hydrocarbon receptor nuclear translocator 2,7,,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",,,ISO,Q9HBZ2 ,J:164563 
MGI:107188,Arnt2,aryl hydrocarbon receptor nuclear translocator 2,7,,"transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding",,,IDA,,J:31945 
MGI:1096381,Arntl,aryl hydrocarbon receptor nuclear translocator-like,7,,DNA-binding transcription factor activity,,,IDA,,J:49044 J:76640 
MGI:1096381,Arntl,aryl hydrocarbon receptor nuclear translocator-like,7,,DNA-binding transcription factor activity,,,ISA,AJ318060 ,J:72921 
MGI:1096381,Arntl,aryl hydrocarbon receptor nuclear translocator-like,7,,"transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding",,,IDA,,J:178280 
MGI:1096381,Arntl,aryl hydrocarbon receptor nuclear translocator-like,7,,"transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding",,,IC,GO:0045944 ,J:87263 
MGI:1096381,Arntl,aryl hydrocarbon receptor nuclear translocator-like,7,,"transcriptional activator activity, RNA polymerase II transcription factor binding",,,IDA,,J:180477 
MGI:2684845,Arntl2,aryl hydrocarbon receptor nuclear translocator-like 2,6,,DNA-binding transcription factor activity,,,ISO,Q8WYA1 ,J:73065 
MGI:2684845,Arntl2,aryl hydrocarbon receptor nuclear translocator-like 2,6,,"transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding",,,ISO,Q8WYA1 ,J:164563 
MGI:1097716,Arx,aristaless related homeobox,X,,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",,,ISO,Q96QS3 ,J:203650 
MGI:1097716,Arx,aristaless related homeobox,X,,"transcriptional repressor activity, RNA polymerase II distal enhancer sequence-specific binding",,,IDA,,J:98803 
MGI:1916340,Ascc1,activating signal cointegrator 1 complex subunit 1,10,,transcription coactivator activity,,,ISO,Q9Y307 ,J:73065 
MGI:96919,Ascl1,achaete-scute family bHLH transcription factor 1,10,,DNA-binding transcription factor activity,,,IDA,,J:119653 J:241054 
MGI:96919,Ascl1,achaete-scute family bHLH transcription factor 1,10,,DNA-binding transcription factor activity,,,ISO,P50553 ,J:164563 
MGI:96919,Ascl1,achaete-scute family bHLH transcription factor 1,10,,"transcription factor activity, transcription factor binding",,,IDA,,J:172912 
MGI:96919,Ascl1,achaete-scute family bHLH transcription factor 1,10,,"transcriptional repressor activity, RNA polymerase II proximal promoter sequence-specific DNA binding",,,ISO,P50553 ,J:164563 
MGI:96920,Ascl2,achaete-scute family bHLH transcription factor 2,7,contributes_to,DNA-binding transcription factor activity,,,IBA,PTN000358347 ,J:161428 
MGI:96920,Ascl2,achaete-scute family bHLH transcription factor 2,7,,DNA-binding transcription factor activity,,,ISO,RGD:2159 ,J:155856 
MGI:96920,Ascl2,achaete-scute family bHLH transcription factor 2,7,,"transcriptional repressor activity, RNA polymerase II proximal promoter sequence-specific DNA binding",,,ISO,Q99929 ,J:164563 
MGI:1928820,Ascl3,achaete-scute family bHLH transcription factor 3,7,,"transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding",,,IDA,,J:73675 
MGI:1914591,Ascl4,achaete-scute family bHLH transcription factor 4,10,contributes_to,DNA-binding transcription factor activity,,,IBA,PTN000358347 ,J:161428 
MGI:2685043,Ascl5,achaete-scute family bHLH transcription factor 5,1,contributes_to,DNA-binding transcription factor activity,,,IBA,PTN000358347 ,J:161428 
MGI:2684063,Asxl1,additional sex combs like 1,2,,transcription coactivator activity,,,IDA,,J:114350 
MGI:1298366,Atf1,activating transcription factor 1,15,,DNA-binding transcription factor activity,,,IEA,IPR001630 IPR004827 IPR029825 ,J:72247 
MGI:1298366,Atf1,activating transcription factor 1,15,,"transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding",,,ISO,RGD:1307360 ,J:155856 
MGI:1298366,Atf1,activating transcription factor 1,15,,"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding",,,ISO,P18846 ,J:164563 
MGI:109349,Atf2,activating transcription factor 2,2,,DNA-binding transcription factor activity,,,ISO,P15336 ,J:35340 
MGI:109349,Atf2,activating transcription factor 2,2,,"transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding",,,IDA,,J:156376 
MGI:109384,Atf3,activating transcription factor 3,1,,DNA-binding transcription factor activity,,,ISO,P18847 ,J:164563 
MGI:109384,Atf3,activating transcription factor 3,1,,"transcriptional repressor activity, RNA polymerase II proximal promoter sequence-specific DNA binding",,,IDA,,J:108648 
MGI:88096,Atf4,activating transcription factor 4,15,,DNA-binding transcription factor activity,,,IDA,,J:198927 
MGI:88096,Atf4,activating transcription factor 4,15,contributes_to,"RNA polymerase II transcription factor activity, sequence-specific DNA binding","uses Slc20a1|uses Slc20a2,uses Slc20a1,happens in vascular associated smooth muscle cell",,IDA,,J:237331 
MGI:88096,Atf4,activating transcription factor 4,15,,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",,,ISO,P18848 ,J:164563 
MGI:88096,Atf4,activating transcription factor 4,15,,"transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding",,,IMP,,J:210921 
MGI:2141857,Atf5,activating transcription factor 5,7,,DNA-binding transcription factor activity,,,ISO,RGD:628902 ,J:155856 
MGI:2141857,Atf5,activating transcription factor 5,7,,DNA-binding transcription factor activity,,,ISO,Q9Y2D1 ,J:164563 
MGI:1926157,Atf6,activating transcription factor 6,1,,DNA-binding transcription factor activity,,,ISO,P18850 ,J:164563 
MGI:105121,Atf6b,activating transcription factor 6 beta,17,,DNA-binding transcription factor activity,,,ISO,Q99941 ,J:164563 
MGI:2443472,Atf7,activating transcription factor 7,15,,"transcriptional repressor activity, RNA polymerase II proximal promoter sequence-specific DNA binding",,,ISO,P17544 ,J:164563 
MGI:1858965,Atf7ip,activating transcription factor 7 interacting protein,6,,transcription corepressor activity,,,IDA,,J:61657 
MGI:104725,Atn1,atrophin 1,6,,transcription coactivator activity,,,IDA,,J:120958 
MGI:104725,Atn1,atrophin 1,6,,transcription corepressor activity,,,IGI,MGI:1100526 ,J:108702 
MGI:104725,Atn1,atrophin 1,6,,transcription corepressor activity,,,ISO,P54259 ,J:164563 
MGI:104654,Atoh1,atonal bHLH transcription factor 1,6,,"transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding",,,IDA,,J:211249 
MGI:1918343,Atoh8,atonal bHLH transcription factor 8,6,,DNA-binding transcription factor activity,,,IDA,,J:210057 
MGI:1918343,Atoh8,atonal bHLH transcription factor 8,6,,DNA-binding transcription factor activity,,,ISO,Q96SQ7 ,J:164563 
MGI:3036270,Atxn7l3,ataxin 7-like 3,11,,ligand-dependent nuclear receptor transcription coactivator activity,,,ISO,Q14CW9 ,J:164563 
MGI:3036270,Atxn7l3,ataxin 7-like 3,11,,transcription coactivator activity,,,ISO,Q14CW9 ,J:164563 
MGI:2142212,AW146154,expressed sequence AW146154,7,,DNA-binding transcription factor activity,,,IBA,PTN001225609 ,J:161428 
MGI:3588191,B020011L13Rik,RIKEN cDNA B020011L13 gene,1,,DNA-binding transcription factor activity,,,IBA,PTN001225609 ,J:161428 
MGI:894680,Bach1,"BTB and CNC homology 1, basic leucine zipper transcription factor 1",16,,DNA-binding transcription factor activity,,,IDA,,J:41872 J:146868 
MGI:894680,Bach1,"BTB and CNC homology 1, basic leucine zipper transcription factor 1",16,,"transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific DNA binding",,,IDA,,J:41872 
MGI:894680,Bach1,"BTB and CNC homology 1, basic leucine zipper transcription factor 1",16,,"transcriptional repressor activity, RNA polymerase II distal enhancer sequence-specific binding",,,IDA,,J:41872 
MGI:894680,Bach1,"BTB and CNC homology 1, basic leucine zipper transcription factor 1",16,,"transcriptional repressor activity, RNA polymerase II proximal promoter sequence-specific DNA binding",,,ISO,O14867 ,J:164563 
MGI:894679,Bach2,"BTB and CNC homology, basic leucine zipper transcription factor 2",4,,DNA-binding transcription factor activity,,,IDA,,J:41872 
MGI:894679,Bach2,"BTB and CNC homology, basic leucine zipper transcription factor 2",4,,"transcriptional repressor activity, RNA polymerase II distal enhancer sequence-specific binding",,,IDA,,J:41872 
MGI:1859288,Barhl1,BarH like homeobox 1,2,,"transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding",,,IDA,,J:132646 
MGI:1859314,Barhl2,BarH like homeobox 2,5,,DNA-binding transcription factor activity,,,ISO,RGD:620726 ,J:155856 
MGI:1859314,Barhl2,BarH like homeobox 2,5,,"transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding",regulates Barhl1,,IDA,,J:132646 
MGI:103124,Barx1,BarH-like homeobox 1,13,,"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding",,,IBA,PTN001551673 ,J:161428 
MGI:109617,Barx2,BarH-like homeobox 2,9,,DNA-binding transcription factor activity,,,IDA,,J:98500 
MGI:109617,Barx2,BarH-like homeobox 2,9,,"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding",,,IBA,PTN001551673 ,J:161428 
MGI:109617,Barx2,BarH-like homeobox 2,9,,"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding",,,ISO,Q9UMQ3 ,J:164563 
MGI:1917600,Basp1,"brain abundant, membrane attached signal protein 1",15,,transcription corepressor activity,,,ISO,P80723 ,J:164563 
MGI:1917600,Basp1,"brain abundant, membrane attached signal protein 1",15,,transcription corepressor activity,,,ISS,P80723 ,J:156235 
MGI:1859147,Batf,"basic leucine zipper transcription factor, ATF-like",12,,DNA-binding transcription factor activity,,,IDA,,J:150643 J:172119 J:188767 J:189230 J:190118 
MGI:1859147,Batf,"basic leucine zipper transcription factor, ATF-like",12,,"transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding",,,IDA,,J:190118 
MGI:1859147,Batf,"basic leucine zipper transcription factor, ATF-like",12,,"transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding",,,IMP,,J:190118 
MGI:1921731,Batf2,"basic leucine zipper transcription factor, ATF-like 2",19,,DNA-binding transcription factor activity,,,IEA,IPR000837 IPR004827 ,J:72247 
MGI:1925491,Batf3,"basic leucine zipper transcription factor, ATF-like 3",1,,DNA-binding transcription factor activity,,,IEA,IPR000837 IPR004827 IPR029818 ,J:72247 
MGI:1925491,Batf3,"basic leucine zipper transcription factor, ATF-like 3",1,,"transcriptional repressor activity, RNA polymerase II proximal promoter sequence-specific DNA binding",,,ISO,Q9NR55 ,J:164563 
MGI:88140,Bcl3,B cell leukemia/lymphoma 3,7,,DNA-binding transcription factor activity,,,IDA,,J:107516 
MGI:107187,Bcl6,B cell leukemia/lymphoma 6,16,,DNA-binding transcription factor activity,,,ISO,P41182 ,J:164563 
MGI:107187,Bcl6,B cell leukemia/lymphoma 6,16,,"transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding",,,IDA,,J:77745 
MGI:107187,Bcl6,B cell leukemia/lymphoma 6,16,,"transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding",regulates Adar,,IDA,,J:193867 
MGI:1278332,Bcl6b,"B cell CLL/lymphoma 6, member B",11,,"transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding",,,IDA,,J:48309 
MGI:1924828,Bcl9,B cell CLL/lymphoma 9,3,,transcription coactivator activity,,,IEA,IPR015668 ,J:72247 
MGI:1933114,Bcl9l,B cell CLL/lymphoma 9-like,9,,transcription coactivator activity,,,IEA,IPR015668 ,J:72247 
MGI:1337994,Bcl10,B cell leukemia/lymphoma 10,3,,transcription coactivator activity,,,ISO,O95999 ,J:164563 
MGI:106190,Bcl11a,B cell CLL/lymphoma 11A (zinc finger protein),11,,transcription corepressor activity,,,IDA,,J:61589 
MGI:106190,Bcl11a,B cell CLL/lymphoma 11A (zinc finger protein),11,,"transcriptional repressor activity, RNA polymerase II proximal promoter sequence-specific DNA binding",,,IBA,PTN000579358 ,J:161428 
MGI:106190,Bcl11a,B cell CLL/lymphoma 11A (zinc finger protein),11,,"transcriptional repressor activity, RNA polymerase II proximal promoter sequence-specific DNA binding",,,ISO,Q9H165 ,J:164563 
MGI:1929913,Bcl11b,B cell leukemia/lymphoma 11B,12,,"transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding",regulates Adcy5|regulates Ngef|regulates Tac1|regulates Bcl11b,,IDA,,J:138707 
MGI:1929913,Bcl11b,B cell leukemia/lymphoma 11B,12,,"transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding",regulates Msx2|regulates Sp6,,IDA,,J:146765 
MGI:1918708,Bcor,BCL6 interacting corepressor,X,,transcription corepressor activity,,,IPI,P41183 ,J:87004 
MGI:1918708,Bcor,BCL6 interacting corepressor,X,,transcription corepressor activity,,,ISO,Q6W2J9 ,J:164563 
MGI:1347077,Bdp1,"B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB",13,,TFIIIB-type transcription factor activity,,,IEA,IPR030701 ,J:72247 
MGI:2444572,Bend6,BEN domain containing 6,1,,transcription corepressor activity,,,IGI,MGI:96522 ,J:195490 
MGI:2444572,Bend6,BEN domain containing 6,1,,transcription corepressor activity,,,ISO,Q5SZJ8 ,J:73065 
MGI:891976,Bhlha15,"basic helix-loop-helix family, member a15",5,,"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding",,,IDA,,J:89063 
MGI:891976,Bhlha15,"basic helix-loop-helix family, member a15",5,,"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding",,,IMP,,J:89063 
MGI:1930001,Bhlhe22,"basic helix-loop-helix family, member e22",3,,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",regulates Zbtb18|regulates Cdh11|regulates Bhlhe22,,IMP,MGI:4440742 ,J:182304 
MGI:1097714,Bhlhe40,"basic helix-loop-helix family, member e40",6,,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",,,ISO,O14503 ,J:164563 
MGI:1097714,Bhlhe40,"basic helix-loop-helix family, member e40",6,,transcription corepressor activity,,,IDA,,J:211246 
MGI:1097714,Bhlhe40,"basic helix-loop-helix family, member e40",6,,transcription corepressor activity,,,ISO,O14503 ,J:164563 
MGI:1097714,Bhlhe40,"basic helix-loop-helix family, member e40",6,,"transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding",,,IDA,,J:178280 
MGI:1097714,Bhlhe40,"basic helix-loop-helix family, member e40",6,,"transcriptional repressor activity, RNA polymerase II proximal promoter sequence-specific DNA binding",,,IDA,,J:178280 J:180463 
MGI:1097714,Bhlhe40,"basic helix-loop-helix family, member e40",6,,"transcriptional repressor activity, RNA polymerase II proximal promoter sequence-specific DNA binding",,,ISO,O14503 ,J:164563 
MGI:1097714,Bhlhe40,"basic helix-loop-helix family, member e40",6,,"transcriptional repressor activity, RNA polymerase II transcription factor binding",,,ISO,O14503 ,J:164563 
MGI:1930704,Bhlhe41,"basic helix-loop-helix family, member e41",6,,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",,,IDA,,J:79730 
MGI:1930704,Bhlhe41,"basic helix-loop-helix family, member e41",6,,transcription corepressor activity,,,IDA,,J:211246 
MGI:1930704,Bhlhe41,"basic helix-loop-helix family, member e41",6,,transcription corepressor activity,,,TAS,,J:76821 
MGI:1930704,Bhlhe41,"basic helix-loop-helix family, member e41",6,,"transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding",,,IDA,,J:178280 
MGI:1930704,Bhlhe41,"basic helix-loop-helix family, member e41",6,,"transcriptional repressor activity, RNA polymerase II proximal promoter sequence-specific DNA binding",,,IDA,,J:178280 J:178282 J:180463 
MGI:1930704,Bhlhe41,"basic helix-loop-helix family, member e41",6,,"transcriptional repressor activity, RNA polymerase II transcription factor binding",,,IDA,,J:79730 J:178282 
MGI:1197009,Birc2,baculoviral IAP repeat-containing 2,9,,transcription coactivator activity,,,ISO,Q13490 ,J:164563 
MGI:1338938,Bmpr1a,"bone morphogenetic protein receptor, type 1A",14,,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",,,IDA,,J:152281 
MGI:88184,Bmyc,brain expressed myelocytomatosis oncogene,2,,DNA-binding transcription factor activity,,,IEA,IPR002418 IPR012682 ,J:72247 
MGI:104537,Brca1,"breast cancer 1, early onset",11,,transcription coactivator activity,,,ISO,P38398 ,J:164563 
MGI:1349766,Brd7,bromodomain containing 7,8,,transcription coactivator activity,,,ISO,Q9NPI1 ,J:164563 
MGI:1349766,Brd7,bromodomain containing 7,8,,transcription corepressor activity,,,IDA,,J:164828 
MGI:1349766,Brd7,bromodomain containing 7,8,,transcription corepressor activity,,,ISO,Q9NPI1 ,J:164563 
MGI:1919558,Brf1,"BRF1, RNA polymerase III transcription initiation factor 90 kDa subunit",12,,TFIIIB-type transcription factor activity,,,IEA,IPR029529 ,J:72247 
