MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:1347010,Avpr1b,arginine vasopressin receptor 1B,1,,vasopressin receptor activity,,,ISO,RGD:61886 ,J:155856 
MGI:88123,Avpr2,arginine vasopressin receptor 2,X,,G-protein coupled receptor activity,,,IEA,KW-0297 ,J:60000 
MGI:88123,Avpr2,arginine vasopressin receptor 2,X,,G-protein coupled receptor activity,,,IEA,IPR000276 ,J:72247 
MGI:88123,Avpr2,arginine vasopressin receptor 2,X,,vasopressin receptor activity,,,IBA,PTN001202415 ,J:161428 
MGI:88123,Avpr2,arginine vasopressin receptor 2,X,,vasopressin receptor activity,,,ISO,RGD:2186 ,J:155856 
MGI:88144,Bdkrb1,"bradykinin receptor, beta 1",12,,bradykinin receptor activity,,,ISO,RGD:620401 ,J:155856 
MGI:88144,Bdkrb1,"bradykinin receptor, beta 1",12,,G-protein coupled receptor activity,,,IEA,IPR000276 ,J:72247 
MGI:88144,Bdkrb1,"bradykinin receptor, beta 1",12,,G-protein coupled receptor activity,,,IEA,KW-0297 ,J:60000 
MGI:102845,Bdkrb2,"bradykinin receptor, beta 2",12,,bradykinin receptor activity,,,ISO,RGD:2201 ,J:155856 
MGI:102845,Bdkrb2,"bradykinin receptor, beta 2",12,,bradykinin receptor activity,,,ISO,P30411 ,J:164563 
MGI:102845,Bdkrb2,"bradykinin receptor, beta 2",12,,G-protein coupled receptor activity,,,IEA,KW-0297 ,J:60000 
MGI:102845,Bdkrb2,"bradykinin receptor, beta 2",12,,G-protein coupled receptor activity,,,IEA,IPR000276 ,J:72247 
MGI:1100501,Brs3,bombesin-like receptor 3,X,,bombesin receptor activity,,,IEA,IPR001560 ,J:72247 
MGI:1100501,Brs3,bombesin-like receptor 3,X,,G-protein coupled peptide receptor activity,,,IEA,IPR001556 ,J:72247 
MGI:1100501,Brs3,bombesin-like receptor 3,X,,G-protein coupled receptor activity,,,IEA,IPR000276 ,J:72247 
MGI:1100501,Brs3,bombesin-like receptor 3,X,,G-protein coupled receptor activity,,,IEA,KW-0297 ,J:60000 
MGI:1097680,C3ar1,complement component 3a receptor 1,6,,G-protein coupled receptor activity,,,IBA,PTN001200752 ,J:161428 
MGI:1097680,C3ar1,complement component 3a receptor 1,6,,G-protein coupled receptor activity,,,ISO,Q16581 ,J:164563 
MGI:88232,C5ar1,complement component 5a receptor 1,7,,G-protein coupled receptor activity,,,IBA,PTN001200752 ,J:161428 
MGI:88232,C5ar1,complement component 5a receptor 1,7,,G-protein coupled receptor activity,,,ISO,P21730 ,J:164563 
MGI:2442013,C5ar2,complement component 5a receptor 2,7,,G-protein coupled receptor activity,,,IBA,PTN001200752 ,J:161428 
MGI:2441881,C130060K24Rik,RIKEN cDNA C130060K24 gene,6,,G-protein coupled receptor activity,,,IBA,PTN001202348 ,J:161428 
MGI:101950,Calcr,calcitonin receptor,6,contributes_to,amylin receptor activity,,,ISO,P30988 ,J:164563 
MGI:101950,Calcr,calcitonin receptor,6,,amylin receptor activity,,,ISO,P30988 ,J:164563 
MGI:101950,Calcr,calcitonin receptor,6,,calcitonin gene-related peptide receptor activity,,,ISO,P30988 ,J:164563 
MGI:101950,Calcr,calcitonin receptor,6,,calcitonin receptor activity,,,IDA,,J:22084 
MGI:101950,Calcr,calcitonin receptor,6,,calcitonin receptor activity,,,ISO,P30988 ,J:164563 
MGI:101950,Calcr,calcitonin receptor,6,,calcitonin receptor activity,,,ISO,RGD:621001 ,J:155856 
MGI:101950,Calcr,calcitonin receptor,6,,G-protein coupled receptor activity,,,IEA,IPR000832 IPR001879 IPR017983 IPR036445 ,J:72247 
MGI:101950,Calcr,calcitonin receptor,6,,G-protein coupled receptor activity,,,IEA,KW-0297 ,J:60000 
MGI:1926944,Calcrl,calcitonin receptor-like,2,,adrenomedullin receptor activity,,,ISO,Q16602 ,J:164563 
MGI:1926944,Calcrl,calcitonin receptor-like,2,,calcitonin gene-related peptide receptor activity,,,IGI,MGI:2151253 ,J:30368 
MGI:1926944,Calcrl,calcitonin receptor-like,2,,calcitonin gene-related peptide receptor activity,,,ISO,Q16602 ,J:164563 
MGI:1926944,Calcrl,calcitonin receptor-like,2,,calcitonin receptor activity,,,IEA,IPR003287 ,J:72247 
MGI:1926944,Calcrl,calcitonin receptor-like,2,,G-protein coupled receptor activity,,,IEA,IPR000832 IPR001879 IPR003289 IPR017983 IPR036445 ,J:72247 
MGI:1926944,Calcrl,calcitonin receptor-like,2,,G-protein coupled receptor activity,,,IEA,KW-0297 ,J:60000 
MGI:1351351,Casr,calcium-sensing receptor,16,,G-protein coupled receptor activity,,,ISO,P41180 ,J:164563 
MGI:1351351,Casr,calcium-sensing receptor,16,,G-protein coupled receptor activity,,,ISO,RGD:2277 ,J:155856 
MGI:99478,Cckar,cholecystokinin A receptor,5,,cholecystokinin receptor activity,,,IBA,PTN000662355 ,J:161428 
MGI:99478,Cckar,cholecystokinin A receptor,5,,cholecystokinin receptor activity,,,ISO,RGD:2289 ,J:155856 
MGI:99478,Cckar,cholecystokinin A receptor,5,,cholecystokinin receptor activity,,,ISO,P32238 ,J:164563 
MGI:99478,Cckar,cholecystokinin A receptor,5,,G-protein coupled receptor activity,,,IEA,IPR000276 ,J:72247 
MGI:99478,Cckar,cholecystokinin A receptor,5,,G-protein coupled receptor activity,,,IEA,KW-0297 ,J:60000 
MGI:99479,Cckbr,cholecystokinin B receptor,7,,cholecystokinin receptor activity,,,ISO,P32239 ,J:164563 
MGI:99479,Cckbr,cholecystokinin B receptor,7,,G-protein coupled receptor activity,,,IEA,KW-0297 ,J:60000 
MGI:99479,Cckbr,cholecystokinin B receptor,7,,G-protein coupled receptor activity,,,IEA,IPR000276 ,J:72247 
MGI:99479,Cckbr,cholecystokinin B receptor,7,,gastrin receptor activity,,,ISO,RGD:2290 ,J:155856 
MGI:99479,Cckbr,cholecystokinin B receptor,7,,gastrin receptor activity,,,ISO,P32239 ,J:164563 
MGI:104618,Ccr1,chemokine (C-C motif) receptor 1,9,,C-C chemokine receptor activity,,,IDA,,J:29873 
MGI:104618,Ccr1,chemokine (C-C motif) receptor 1,9,,C-C chemokine receptor activity,,,ISO,P32246 ,J:164563 
MGI:104618,Ccr1,chemokine (C-C motif) receptor 1,9,,chemokine receptor activity,,,ISO,P32246 ,J:164563 
MGI:104618,Ccr1,chemokine (C-C motif) receptor 1,9,,G-protein coupled receptor activity,,,IEA,IPR000276 ,J:72247 
MGI:104618,Ccr1,chemokine (C-C motif) receptor 1,9,,G-protein coupled receptor activity,,,IEA,KW-0297 ,J:60000 
MGI:104617,Ccr1l1,chemokine (C-C motif) receptor 1-like 1,9,,C-C chemokine receptor activity,,,IEA,IPR002236 ,J:72247 
MGI:104617,Ccr1l1,chemokine (C-C motif) receptor 1-like 1,9,,chemokine receptor activity,,,IEA,IPR000355 ,J:72247 
MGI:104617,Ccr1l1,chemokine (C-C motif) receptor 1-like 1,9,,G-protein coupled receptor activity,,,IEA,KW-0297 ,J:60000 
