MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:1914623,2210010C04Rik,RIKEN cDNA 2210010C04 gene,6,,serine-type endopeptidase activity,,,IBA,PTN001208002 ,J:161428 
MGI:1919900,2810006K23Rik,RIKEN cDNA 2810006K23 gene,5,,aminoacyl-tRNA hydrolase activity,,,IBA,PTN000117866 ,J:161428 
MGI:2687041,4833423E24Rik,RIKEN cDNA 4833423E24 gene,2,,oxidoreductase activity,,,IEA,IPR012171 ,J:72247 
MGI:2687041,4833423E24Rik,RIKEN cDNA 4833423E24 gene,2,,oxidoreductase activity,,,IEA,KW-0560 ,J:60000 
MGI:1921162,4833439L19Rik,RIKEN cDNA 4833439L19 gene,13,,oxidoreductase activity,,,IEA,KW-0560 ,J:60000 
MGI:2685851,4921509C19Rik,RIKEN cDNA 4921509C19 gene,2,,AMP-activated protein kinase activity,,,IBA,PTN000757363 ,J:161428 
MGI:2685851,4921509C19Rik,RIKEN cDNA 4921509C19 gene,2,,histone serine kinase activity,,,IBA,PTN000757363 ,J:161428 
MGI:2685851,4921509C19Rik,RIKEN cDNA 4921509C19 gene,2,,kinase activity,,,IEA,KW-0418 ,J:60000 
MGI:2685851,4921509C19Rik,RIKEN cDNA 4921509C19 gene,2,,protein kinase activity,,,IEA,IPR000719 IPR008271 ,J:72247 
MGI:2685851,4921509C19Rik,RIKEN cDNA 4921509C19 gene,2,,protein serine/threonine kinase activity,,,IEA,KW-0723 ,J:60000 
MGI:2685851,4921509C19Rik,RIKEN cDNA 4921509C19 gene,2,,transferase activity,,,IEA,KW-0808 ,J:60000 
MGI:1922104,4930402F06Rik,RIKEN cDNA 4930402F06 gene,2,,"transferase activity, transferring glycosyl groups",,,IBA,PTN000049004 ,J:161428 
MGI:2149738,4930444G20Rik,RIKEN cDNA 4930444G20 gene,10,,endopeptidase activity,,,IBA,PTN000288424 ,J:161428 
MGI:2149738,4930444G20Rik,RIKEN cDNA 4930444G20 gene,10,,SUMO-specific protease activity,,,IBA,PTN000288424 ,J:161428 
MGI:1922258,4930486L24Rik,RIKEN cDNA 4930486L24 gene,13,,cysteine-type endopeptidase activity,,,IBA,PTN000274640 ,J:161428 
MGI:1922258,4930486L24Rik,RIKEN cDNA 4930486L24 gene,13,,cysteine-type peptidase activity,,,IEA,IPR000668 IPR013128 ,J:72247 
MGI:1923109,4930568D16Rik,RIKEN cDNA 4930568D16 gene,2,,N-acetyllactosaminide 3-alpha-galactosyltransferase activity,,,IEA,2.4.1.87 ,J:72245 
MGI:1923109,4930568D16Rik,RIKEN cDNA 4930568D16 gene,2,,transferase activity,,,IEA,KW-0808 ,J:60000 
MGI:1923109,4930568D16Rik,RIKEN cDNA 4930568D16 gene,2,,"transferase activity, transferring glycosyl groups",,,IBA,PTN000049004 ,J:161428 
MGI:1923109,4930568D16Rik,RIKEN cDNA 4930568D16 gene,2,,"transferase activity, transferring hexosyl groups",,,IEA,IPR005076 ,J:72247 
MGI:1918234,4931406C07Rik,RIKEN cDNA 4931406C07 gene,9,,hydrolase activity,,,IEA,KW-0378 ,J:60000 
MGI:1918234,4931406C07Rik,RIKEN cDNA 4931406C07 gene,9,,"hydrolase activity, acting on ester bonds",,,ISO,Q9H0W9 ,J:164563 
MGI:2142174,4933405O20Rik,RIKEN cDNA 4933405O20 gene,7,,isocitrate dehydrogenase (NAD+) activity,,,IEA,IPR004434 ,J:72247 
MGI:2142174,4933405O20Rik,RIKEN cDNA 4933405O20 gene,7,,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",,,IEA,IPR024084 ,J:72247 
MGI:2443361,6430550D23Rik,RIKEN cDNA 6430550D23 gene,2,,monosialoganglioside sialyltransferase activity,,,IBA,PTN000346194 ,J:161428 
MGI:3588271,9130409I23Rik,RIKEN cDNA 9130409I23 gene,1,,sphingolipid delta-4 desaturase activity,,,IBA,PTN001767866 ,J:161428 
MGI:2685880,9430007A20Rik,RIKEN cDNA 9430007A20 gene,4,,hydrolase activity,,,IBA,PTN000546123 ,J:161428 
MGI:1924647,9530003J23Rik,RIKEN cDNA 9530003J23 gene,10,,lysozyme activity,,,IBA,PTN001685978 ,J:161428 
MGI:3041173,9930111J21Rik1,RIKEN cDNA 9930111J21 gene 1,11,,GTPase activity,,,IBA,PTN001595864 ,J:161428 
MGI:2685279,A3galt2,"alpha 1,3-galactosyltransferase 2 (isoglobotriaosylceramide synthase)",4,,"alpha-1,3-galactosyltransferase activity",happens in thymus,,IGI,MGI:1347344 MGI:3512453 ,J:189359 
MGI:2685279,A3galt2,"alpha 1,3-galactosyltransferase 2 (isoglobotriaosylceramide synthase)",4,,"alpha-1,3-galactosyltransferase activity",,,ISO,AF248543 ,J:73065 
MGI:2685279,A3galt2,"alpha 1,3-galactosyltransferase 2 (isoglobotriaosylceramide synthase)",4,,N-acetyllactosaminide 3-alpha-galactosyltransferase activity,,,IEA,2.4.1.87 ,J:72245 
MGI:2685279,A3galt2,"alpha 1,3-galactosyltransferase 2 (isoglobotriaosylceramide synthase)",4,,transferase activity,,,IEA,KW-0808 ,J:60000 
MGI:2685279,A3galt2,"alpha 1,3-galactosyltransferase 2 (isoglobotriaosylceramide synthase)",4,,"transferase activity, transferring glycosyl groups",,,ISO,RGD:727913 ,J:155856 
MGI:2685279,A3galt2,"alpha 1,3-galactosyltransferase 2 (isoglobotriaosylceramide synthase)",4,,"transferase activity, transferring hexosyl groups",,,IEA,IPR005076 ,J:72247 
MGI:3512453,A4galt,"alpha 1,4-galactosyltransferase",15,,galactosyltransferase activity,,,ISO,RGD:621583 ,J:155856 
MGI:3512453,A4galt,"alpha 1,4-galactosyltransferase",15,,galactosyltransferase activity,,,ISO,Q9NPC4 ,J:73065 
MGI:3512453,A4galt,"alpha 1,4-galactosyltransferase",15,,lactosylceramide 4-alpha-galactosyltransferase activity,happens in metanephros,,IDA,,J:108352 
MGI:3512453,A4galt,"alpha 1,4-galactosyltransferase",15,,lactosylceramide 4-alpha-galactosyltransferase activity,happens in metanephros,,IMP,MGI:3624807 ,J:108352 
MGI:3512453,A4galt,"alpha 1,4-galactosyltransferase",15,,lactosylceramide 4-alpha-galactosyltransferase activity,happens in metanephros,,IMP,MGI:5445373 ,J:189359 
MGI:3512453,A4galt,"alpha 1,4-galactosyltransferase",15,,transferase activity,,,IEA,KW-0808 ,J:60000 
MGI:3512453,A4galt,"alpha 1,4-galactosyltransferase",15,,"transferase activity, transferring glycosyl groups",,,IEA,KW-0328 ,J:60000 
MGI:2143261,A4gnt,"alpha-1,4-N-acetylglucosaminyltransferase",9,,acetylglucosaminyltransferase activity,,,IMP,MGI:5425954 ,J:184485 
MGI:2143261,A4gnt,"alpha-1,4-N-acetylglucosaminyltransferase",9,,acetylglucosaminyltransferase activity,,,ISO,Q9UNA3 ,J:73065 
MGI:2143261,A4gnt,"alpha-1,4-N-acetylglucosaminyltransferase",9,,transferase activity,,,IEA,KW-0808 ,J:60000 
MGI:2143261,A4gnt,"alpha-1,4-N-acetylglucosaminyltransferase",9,,"transferase activity, transferring glycosyl groups",,,IEA,KW-0328 ,J:60000 
MGI:3034182,AA467197,expressed sequence AA467197,2,contributes_to,cytochrome-c oxidase activity,,,IBA,PTN001023184 ,J:161428 
MGI:1926144,Aacs,acetoacetyl-CoA synthetase,5,,acetoacetate-CoA ligase activity,,,ISO,RGD:708522 ,J:155856 
MGI:1926144,Aacs,acetoacetyl-CoA synthetase,5,,butyrate-CoA ligase activity,,,ISO,RGD:708522 ,J:155856 
MGI:1926144,Aacs,acetoacetyl-CoA synthetase,5,,catalytic activity,,,IEA,IPR000873 ,J:72247 
MGI:1926144,Aacs,acetoacetyl-CoA synthetase,5,,ligase activity,,,IEA,KW-0436 ,J:60000 
MGI:1915008,Aadac,arylacetamide deacetylase,3,,carboxylic ester hydrolase activity,,,IEA,IPR017157 ,J:72247 
MGI:1915008,Aadac,arylacetamide deacetylase,3,,deacetylase activity,,,ISO,P22760 ,J:164563 
MGI:1915008,Aadac,arylacetamide deacetylase,3,,hydrolase activity,,,IEA,KW-0378 ,J:60000 
MGI:1915008,Aadac,arylacetamide deacetylase,3,,hydrolase activity,,,IEA,IPR002168 IPR013094 ,J:72247 
MGI:1915008,Aadac,arylacetamide deacetylase,3,,lipase activity,,,TAS,,J:72350 
MGI:1915008,Aadac,arylacetamide deacetylase,3,,serine hydrolase activity,,,IDA,,J:157422 
MGI:1915008,Aadac,arylacetamide deacetylase,3,,serine hydrolase activity,,,ISO,P22760 ,J:164563 
MGI:1915008,Aadac,arylacetamide deacetylase,3,,triglyceride lipase activity,,,IDA,,J:157422 
MGI:3646333,Aadacl2,arylacetamide deacetylase like 2,3,,hydrolase activity,,,IBA,PTN000546123 ,J:161428 
MGI:2685281,Aadacl3,arylacetamide deacetylase like 3,4,,carboxylic ester hydrolase activity,,,IEA,IPR017157 ,J:72247 
MGI:2685281,Aadacl3,arylacetamide deacetylase like 3,4,,hydrolase activity,,,IBA,PTN000546123 ,J:161428 
MGI:3650257,Aadacl4,arylacetamide deacetylase like 4,4,,hydrolase activity,,,IBA,PTN000546123 ,J:161428 
MGI:1345167,Aadat,aminoadipate aminotransferase,8,,2-aminoadipate transaminase activity,,,ISO,Q8N5Z0 ,J:164563 
MGI:1345167,Aadat,aminoadipate aminotransferase,8,,catalytic activity,,,IEA,IPR015421 ,J:72247 
MGI:1345167,Aadat,aminoadipate aminotransferase,8,,kynurenine-oxoglutarate transaminase activity,,,ISO,Q8N5Z0 ,J:164563 
MGI:1345167,Aadat,aminoadipate aminotransferase,8,,kynurenine-oxoglutarate transaminase activity,,,ISO,RGD:2948 ,J:155856 
MGI:1345167,Aadat,aminoadipate aminotransferase,8,,transaminase activity,,,IEA,KW-0032 ,J:60000 
MGI:1345167,Aadat,aminoadipate aminotransferase,8,,transferase activity,,,IEA,KW-0808 ,J:60000 
MGI:1098687,Aak1,AP2 associated kinase 1,6,,protein serine/threonine kinase activity,,,IBA,PTN000539981 ,J:161428 
MGI:1098687,Aak1,AP2 associated kinase 1,6,,protein serine/threonine kinase activity,,,ISO,RGD:1305520 ,J:155856 
MGI:1328365,Aanat,arylalkylamine N-acetyltransferase,11,,aralkylamine N-acetyltransferase activity,,,IBA,PTN002249333 ,J:161428 
MGI:1328365,Aanat,arylalkylamine N-acetyltransferase,11,,aralkylamine N-acetyltransferase activity,,,ISO,Q16613 ,J:164563 
MGI:1328365,Aanat,arylalkylamine N-acetyltransferase,11,,aralkylamine N-acetyltransferase activity,,,ISO,RGD:2006 ,J:155856 
MGI:1328365,Aanat,arylalkylamine N-acetyltransferase,11,,arylamine N-acetyltransferase activity,,,IDA,,J:20122 
MGI:1328365,Aanat,arylalkylamine N-acetyltransferase,11,,transferase activity,,,IEA,KW-0808 ,J:60000 
MGI:1328365,Aanat,arylalkylamine N-acetyltransferase,11,,"transferase activity, transferring acyl groups",,,IEA,KW-0012 ,J:60000 
MGI:2384560,Aars,alanyl-tRNA synthetase,8,,alanine-tRNA ligase activity,,,IBA,PTN000206950 ,J:161428 
MGI:2384560,Aars,alanyl-tRNA synthetase,8,,alanine-tRNA ligase activity,,,IDA,,J:242411 
MGI:2384560,Aars,alanyl-tRNA synthetase,8,,alanine-tRNA ligase activity,,,ISO,P49588 ,J:164563 
MGI:2384560,Aars,alanyl-tRNA synthetase,8,,alanine-tRNA ligase activity,,,ISO,RGD:1304832 ,J:155856 
MGI:2384560,Aars,alanyl-tRNA synthetase,8,,aminoacyl-tRNA editing activity,,,IDA,,J:161090 
MGI:2384560,Aars,alanyl-tRNA synthetase,8,,aminoacyl-tRNA editing activity,,,ISO,P49588 ,J:164563 
MGI:2384560,Aars,alanyl-tRNA synthetase,8,,aminoacyl-tRNA ligase activity,,,IEA,IPR012947 ,J:72247 
MGI:2384560,Aars,alanyl-tRNA synthetase,8,,aminoacyl-tRNA ligase activity,,,IEA,KW-0030 ,J:60000 
MGI:2384560,Aars,alanyl-tRNA synthetase,8,,ligase activity,,,IEA,KW-0436 ,J:60000 
MGI:2384560,Aars,alanyl-tRNA synthetase,8,,Ser-tRNA(Ala) hydrolase activity,is a part of regulation of cytoplasmic translational fidelity,,IMP,,J:216802 
MGI:2681839,Aars2,"alanyl-tRNA synthetase 2, mitochondrial",17,,alanine-tRNA ligase activity,,,IBA,PTN000206950 ,J:161428 
MGI:2681839,Aars2,"alanyl-tRNA synthetase 2, mitochondrial",17,,alanine-tRNA ligase activity,,,ISO,Q5JTZ9 ,J:164563 
MGI:2681839,Aars2,"alanyl-tRNA synthetase 2, mitochondrial",17,,aminoacyl-tRNA ligase activity,,,IEA,KW-0030 ,J:60000 
MGI:2681839,Aars2,"alanyl-tRNA synthetase 2, mitochondrial",17,,aminoacyl-tRNA ligase activity,,,IEA,IPR012947 ,J:72247 
MGI:2681839,Aars2,"alanyl-tRNA synthetase 2, mitochondrial",17,,ligase activity,,,IEA,KW-0436 ,J:60000 
MGI:1916934,Aarsd1,alanyl-tRNA synthetase domain containing 1,11,,alanine-tRNA ligase activity,,,IEA,IPR018164 IPR018165 ,J:72247 
MGI:1916934,Aarsd1,alanyl-tRNA synthetase domain containing 1,11,,aminoacyl-tRNA editing activity,,,IDA,,J:196100 
MGI:1916934,Aarsd1,alanyl-tRNA synthetase domain containing 1,11,,aminoacyl-tRNA ligase activity,,,IEA,IPR012947 ,J:72247 
MGI:1916934,Aarsd1,alanyl-tRNA synthetase domain containing 1,11,,Ser-tRNA(Ala) hydrolase activity,,,IDA,,J:169218 
MGI:2442517,Aasdh,aminoadipate-semialdehyde dehydrogenase,5,,catalytic activity,,,IEA,IPR000873 ,J:72247 
MGI:2442517,Aasdh,aminoadipate-semialdehyde dehydrogenase,5,,ligase activity,,,IEA,KW-0436 ,J:60000 
MGI:1914868,Aasdhppt,aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase,9,,holo-[acyl-carrier-protein] synthase activity,,,IBA,PTN000259224 ,J:161428 
MGI:1914868,Aasdhppt,aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase,9,,holo-[acyl-carrier-protein] synthase activity,,,ISO,Q9NRN7 ,J:164563 
MGI:1914868,Aasdhppt,aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase,9,,transferase activity,,,IEA,KW-0808 ,J:60000 
MGI:1353573,Aass,aminoadipate-semialdehyde synthase,6,,catalytic activity,,,IEA,KW-0511 ,J:60000 
MGI:1353573,Aass,aminoadipate-semialdehyde synthase,6,,oxidoreductase activity,,,IEA,KW-0560 ,J:60000 
MGI:1353573,Aass,aminoadipate-semialdehyde synthase,6,,oxidoreductase activity,,,IEA,IPR005097 ,J:72247 
MGI:1353573,Aass,aminoadipate-semialdehyde synthase,6,,"saccharopine dehydrogenase (NAD+, L-glutamate-forming) activity",,,IDA,,J:59042 
MGI:1353573,Aass,aminoadipate-semialdehyde synthase,6,,"saccharopine dehydrogenase (NAD+, L-glutamate-forming) activity",,,ISO,Q9UDR5 ,J:164563 
MGI:1353573,Aass,aminoadipate-semialdehyde synthase,6,,"saccharopine dehydrogenase (NADP+, L-lysine-forming) activity",,,ISO,Q9UDR5 ,J:164563 
MGI:1197518,Aatk,apoptosis-associated tyrosine kinase,11,,kinase activity,,,IEA,KW-0418 ,J:60000 
MGI:1197518,Aatk,apoptosis-associated tyrosine kinase,11,,protein kinase activity,,,IEA,IPR000719 IPR001245 IPR008266 ,J:72247 
MGI:1197518,Aatk,apoptosis-associated tyrosine kinase,11,,protein serine/threonine kinase activity,,,IEA,KW-0723 ,J:60000 
MGI:1197518,Aatk,apoptosis-associated tyrosine kinase,11,,protein tyrosine kinase activity,,,IDA,,J:67986 
MGI:1197518,Aatk,apoptosis-associated tyrosine kinase,11,,transferase activity,,,IEA,KW-0808 ,J:60000 
MGI:2443582,Abat,4-aminobutyrate aminotransferase,16,,(S)-3-amino-2-methylpropionate transaminase activity,,,IEA,2.6.1.22 ,J:72245 
MGI:2443582,Abat,4-aminobutyrate aminotransferase,16,contributes_to,4-aminobutyrate transaminase activity,,,ISO,P80404 ,J:164563 
MGI:2443582,Abat,4-aminobutyrate aminotransferase,16,,4-aminobutyrate transaminase activity,,,ISO,RGD:620948 ,J:155856 
MGI:2443582,Abat,4-aminobutyrate aminotransferase,16,,catalytic activity,,,IEA,IPR015421 IPR015422 ,J:72247 
MGI:2443582,Abat,4-aminobutyrate aminotransferase,16,,transaminase activity,,,IEA,IPR005814 ,J:72247 
MGI:2443582,Abat,4-aminobutyrate aminotransferase,16,,transaminase activity,,,IEA,KW-0032 ,J:60000 
MGI:2443582,Abat,4-aminobutyrate aminotransferase,16,,transferase activity,,,IEA,KW-0808 ,J:60000 
MGI:99607,Abca1,"ATP-binding cassette, sub-family A (ABC1), member 1",4,,ATPase activity,,,ISO,O95477 ,J:164563 
MGI:99607,Abca1,"ATP-binding cassette, sub-family A (ABC1), member 1",4,,"ATPase activity, coupled to transmembrane movement of substances",,,IBA,PTN000442469 ,J:161428 
MGI:99607,Abca1,"ATP-binding cassette, sub-family A (ABC1), member 1",4,,"ATPase activity, coupled to transmembrane movement of substances",,,ISO,RGD:631344 ,J:155856 
MGI:99607,Abca1,"ATP-binding cassette, sub-family A (ABC1), member 1",4,,phosphatidylcholine-translocating ATPase activity,,,ISO,O95477 ,J:164563 
MGI:99607,Abca1,"ATP-binding cassette, sub-family A (ABC1), member 1",4,,phosphatidylserine-translocating ATPase activity,,,ISO,O95477 ,J:164563 
MGI:99606,Abca2,"ATP-binding cassette, sub-family A (ABC1), member 2",2,,ATPase activity,,,ISO,Q9BZC7 ,J:164563 
MGI:99606,Abca2,"ATP-binding cassette, sub-family A (ABC1), member 2",2,,"ATPase activity, coupled to transmembrane movement of substances",,,IBA,PTN000442469 ,J:161428 
MGI:1351617,Abca3,"ATP-binding cassette, sub-family A (ABC1), member 3",17,,ATPase activity,,,IEA,IPR003439 IPR017871 ,J:72247 
MGI:1351617,Abca3,"ATP-binding cassette, sub-family A (ABC1), member 3",17,,"ATPase activity, coupled to transmembrane movement of substances",,,IBA,PTN000442469 ,J:161428 
MGI:109424,Abca4,"ATP-binding cassette, sub-family A (ABC1), member 4",3,,ATPase activity,,,ISO,P78363 ,J:164563 
MGI:109424,Abca4,"ATP-binding cassette, sub-family A (ABC1), member 4",3,,"ATPase activity, coupled to transmembrane movement of substances",,,TAS,,J:48634 
MGI:109424,Abca4,"ATP-binding cassette, sub-family A (ABC1), member 4",3,,phosphatidylethanolamine-translocating ATPase activity,,,ISO,P78363 ,J:164563 
MGI:109424,Abca4,"ATP-binding cassette, sub-family A (ABC1), member 4",3,,phospholipid-translocating ATPase activity,,,IMP,MGI:1857860 ,J:56317 
MGI:2386607,Abca5,"ATP-binding cassette, sub-family A (ABC1), member 5",11,,ATPase activity,,,IEA,IPR003439 IPR017871 ,J:72247 
MGI:2386607,Abca5,"ATP-binding cassette, sub-family A (ABC1), member 5",11,,"ATPase activity, coupled to transmembrane movement of substances",,,IBA,PTN000442469 ,J:161428 
MGI:1923434,Abca6,"ATP-binding cassette, sub-family A (ABC1), member 6",11,,ATPase activity,,,IEA,IPR003439 ,J:72247 
MGI:1923434,Abca6,"ATP-binding cassette, sub-family A (ABC1), member 6",11,,"ATPase activity, coupled to transmembrane movement of substances",,,IBA,PTN000442469 ,J:161428 
MGI:1351646,Abca7,"ATP-binding cassette, sub-family A (ABC1), member 7",10,,ATPase activity,,,ISO,Q8IZY2 ,J:164563 
MGI:1351646,Abca7,"ATP-binding cassette, sub-family A (ABC1), member 7",10,,"ATPase activity, coupled to transmembrane movement of substances",,,IBA,PTN000442469 ,J:161428 
MGI:1351646,Abca7,"ATP-binding cassette, sub-family A (ABC1), member 7",10,,phosphatidylcholine-translocating ATPase activity,,,ISO,Q8IZY2 ,J:164563 
MGI:1351646,Abca7,"ATP-binding cassette, sub-family A (ABC1), member 7",10,,phosphatidylserine-translocating ATPase activity,,,ISO,Q8IZY2 ,J:164563 
MGI:2386846,Abca8a,"ATP-binding cassette, sub-family A (ABC1), member 8a",11,,ATPase activity,,,IEA,IPR003439 IPR017871 ,J:72247 
MGI:2386846,Abca8a,"ATP-binding cassette, sub-family A (ABC1), member 8a",11,,"ATPase activity, coupled to transmembrane movement of substances",,,IBA,PTN000442469 ,J:161428 
MGI:1351668,Abca8b,"ATP-binding cassette, sub-family A (ABC1), member 8b",11,,ATPase activity,,,IEA,IPR003439 IPR017871 ,J:72247 
MGI:1351668,Abca8b,"ATP-binding cassette, sub-family A (ABC1), member 8b",11,,"ATPase activity, coupled to transmembrane movement of substances",,,IBA,PTN000442469 ,J:161428 
MGI:1351668,Abca8b,"ATP-binding cassette, sub-family A (ABC1), member 8b",11,,"ATPase activity, coupled to transmembrane movement of substances",,,ISO,O94911 ,J:73065 
MGI:2386796,Abca9,"ATP-binding cassette, sub-family A (ABC1), member 9",11,,ATPase activity,,,IEA,IPR003439 IPR017871 ,J:72247 
MGI:2386796,Abca9,"ATP-binding cassette, sub-family A (ABC1), member 9",11,,"ATPase activity, coupled to transmembrane movement of substances",,,IBA,PTN000442469 ,J:161428 
MGI:2676312,Abca12,"ATP-binding cassette, sub-family A (ABC1), member 12",1,,"ATPase activity, coupled to transmembrane movement of substances",,,IBA,PTN000442469 ,J:161428 
MGI:2388707,Abca13,"ATP-binding cassette, sub-family A (ABC1), member 13",11,,ATPase activity,,,IEA,IPR003439 IPR017871 ,J:72247 
MGI:2388707,Abca13,"ATP-binding cassette, sub-family A (ABC1), member 13",11,,"ATPase activity, coupled to transmembrane movement of substances",,,IBA,PTN000442469 ,J:161428 
MGI:2388708,Abca14,"ATP-binding cassette, sub-family A (ABC1), member 14",7,,"ATPase activity, coupled to transmembrane movement of substances",,,IBA,PTN000442469 ,J:161428 
MGI:2388709,Abca15,"ATP-binding cassette, sub-family A (ABC1), member 15",7,,"ATPase activity, coupled to transmembrane movement of substances",,,IBA,PTN000442469 ,J:161428 
MGI:2388711,Abca16,"ATP-binding cassette, sub-family A (ABC1), member 16",7,,"ATPase activity, coupled to transmembrane movement of substances",,,IBA,PTN000442469 ,J:161428 
MGI:3625331,Abca17,"ATP-binding cassette, sub-family A (ABC1), member 17",17,,ATPase activity,,,IEA,IPR003439 IPR017871 ,J:72247 
MGI:3625331,Abca17,"ATP-binding cassette, sub-family A (ABC1), member 17",17,,"ATPase activity, coupled to transmembrane movement of substances",,,IBA,PTN000442469 ,J:161428 
MGI:97570,Abcb1a,"ATP-binding cassette, sub-family B (MDR/TAP), member 1A",5,,ATPase activity,,,IEA,IPR003439 IPR017871 ,J:72247 
MGI:97570,Abcb1a,"ATP-binding cassette, sub-family B (MDR/TAP), member 1A",5,,"ATPase activity, coupled",,,IDA,,J:74642 
MGI:97570,Abcb1a,"ATP-binding cassette, sub-family B (MDR/TAP), member 1A",5,,"ATPase activity, coupled to transmembrane movement of substances",,,IEA,IPR011527 ,J:72247 
MGI:97570,Abcb1a,"ATP-binding cassette, sub-family B (MDR/TAP), member 1A",5,,ceramide-translocating ATPase activity,is a part of ceramide translocation,,IDA,,J:235270 
MGI:97570,Abcb1a,"ATP-binding cassette, sub-family B (MDR/TAP), member 1A",5,,ceramide-translocating ATPase activity,,,ISO,P08183 ,J:164563 
MGI:97570,Abcb1a,"ATP-binding cassette, sub-family B (MDR/TAP), member 1A",5,,hydrolase activity,,,IEA,KW-0378 ,J:60000 
MGI:97570,Abcb1a,"ATP-binding cassette, sub-family B (MDR/TAP), member 1A",5,,phosphatidylcholine-translocating ATPase activity,is a part of phospholipid translocation,,IDA,,J:235270 
MGI:97570,Abcb1a,"ATP-binding cassette, sub-family B (MDR/TAP), member 1A",5,,phosphatidylcholine-translocating ATPase activity,,,ISO,P08183 ,J:164563 
MGI:97570,Abcb1a,"ATP-binding cassette, sub-family B (MDR/TAP), member 1A",5,,phosphatidylethanolamine-translocating ATPase activity,is a part of phospholipid translocation,,IDA,,J:235270 
MGI:97570,Abcb1a,"ATP-binding cassette, sub-family B (MDR/TAP), member 1A",5,,phosphatidylethanolamine-translocating ATPase activity,,,ISO,P08183 ,J:164563 
MGI:97570,Abcb1a,"ATP-binding cassette, sub-family B (MDR/TAP), member 1A",5,,xenobiotic transmembrane transporting ATPase activity,,,EXP,,J:231283 
MGI:97568,Abcb1b,"ATP-binding cassette, sub-family B (MDR/TAP), member 1B",5,,ATPase activity,,,IEA,IPR003439 IPR017871 ,J:72247 
MGI:97568,Abcb1b,"ATP-binding cassette, sub-family B (MDR/TAP), member 1B",5,,"ATPase activity, coupled to transmembrane movement of substances",,,IEA,IPR011527 ,J:72247 
MGI:97568,Abcb1b,"ATP-binding cassette, sub-family B (MDR/TAP), member 1B",5,,hydrolase activity,,,IEA,KW-0378 ,J:60000 
MGI:97568,Abcb1b,"ATP-binding cassette, sub-family B (MDR/TAP), member 1B",5,,xenobiotic transmembrane transporting ATPase activity,,,IEA,3.6.3.44 ,J:72245 
MGI:97569,Abcb4,"ATP-binding cassette, sub-family B (MDR/TAP), member 4",5,,ATPase activity,,,IEA,IPR003439 IPR017871 ,J:72247 
MGI:97569,Abcb4,"ATP-binding cassette, sub-family B (MDR/TAP), member 4",5,,"ATPase activity, coupled to transmembrane movement of substances",,,ISO,P21439 ,J:164563 
MGI:97569,Abcb4,"ATP-binding cassette, sub-family B (MDR/TAP), member 4",5,,hydrolase activity,,,IEA,KW-0378 ,J:60000 
MGI:97569,Abcb4,"ATP-binding cassette, sub-family B (MDR/TAP), member 4",5,,phosphatidylcholine-translocating ATPase activity,,,ISO,P21439 ,J:164563 
