MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:1918963,Cdc40,cell division cycle 40,10,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1098802,Cdk12,cyclin-dependent kinase 12,11,,regulation of RNA splicing,,,ISO,RGD:621111 ,J:155856 
MGI:1098802,Cdk12,cyclin-dependent kinase 12,11,,RNA splicing,,,ISO,RGD:621111 ,J:155856 
MGI:1916812,Cdk13,cyclin-dependent kinase 13,13,,"alternative mRNA splicing, via spliceosome",,,IDA,,J:118326 
MGI:1916812,Cdk13,cyclin-dependent kinase 13,13,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1342295,Celf1,"CUGBP, Elav-like family member 1",2,,mRNA splice site selection,,,IDA,,J:67386 
MGI:1342295,Celf1,"CUGBP, Elav-like family member 1",2,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1338822,Celf2,"CUGBP, Elav-like family member 2",2,,mRNA splice site selection,,,IDA,,J:67386 
MGI:1338822,Celf2,"CUGBP, Elav-like family member 2",2,,mRNA splice site selection,,,ISO,O95319 ,J:164563 
MGI:1926034,Celf3,"CUGBP, Elav-like family member 3",3,,"positive regulation of mRNA splicing, via spliceosome",,,ISO,Q5SZQ8 ,J:164563 
MGI:1926034,Celf3,"CUGBP, Elav-like family member 3",3,,"regulation of alternative mRNA splicing, via spliceosome",,,ISO,Q5SZQ8 ,J:164563 
MGI:1926034,Celf3,"CUGBP, Elav-like family member 3",3,,RNA splicing,,,ISO,Q5SZQ8 ,J:164563 
MGI:1932407,Celf4,"CUGBP, Elav-like family member 4",18,,mRNA splice site selection,,,IDA,,J:67386 
MGI:1932407,Celf4,"CUGBP, Elav-like family member 4",18,,"negative regulation of mRNA splicing, via spliceosome",,,IMP,,J:204486 
MGI:1932407,Celf4,"CUGBP, Elav-like family member 4",18,,"positive regulation of mRNA splicing, via spliceosome",,,ISO,Q9BZC1 ,J:164563 
MGI:1932407,Celf4,"CUGBP, Elav-like family member 4",18,,"regulation of alternative mRNA splicing, via spliceosome",,,ISO,Q9BZC1 ,J:73065 
MGI:1932407,Celf4,"CUGBP, Elav-like family member 4",18,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:2442333,Celf5,"CUGBP, Elav-like family member 5",10,,"regulation of alternative mRNA splicing, via spliceosome",,,ISO,Q8N6W0 ,J:164563 
MGI:1914185,Cir1,"corepressor interacting with RBPJ, 1",2,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1855695,Clasrp,CLK4-associating serine/arginine rich protein,7,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:107403,Clk1,CDC-like kinase 1,1,,regulation of RNA splicing,,,ISO,P49759 ,J:164563 
MGI:1098669,Clk2,CDC-like kinase 2,3,,regulation of RNA splicing,,,ISO,P49760 ,J:164563 
MGI:1098670,Clk3,CDC-like kinase 3,9,,regulation of RNA splicing,,,ISO,P49761 ,J:164563 
MGI:1098551,Clk4,CDC like kinase 4,11,,regulation of RNA splicing,,,ISO,Q9HAZ1 ,J:164563 
MGI:109638,Clns1a,"chloride channel, nucleotide-sensitive, 1A",7,,spliceosomal snRNP assembly,,,ISO,P54105 ,J:164563 
MGI:2138968,Clp1,"CLP1, cleavage and polyadenylation factor I subunit",2,,"tRNA splicing, via endonucleolytic cleavage and ligation",,,IBA,PTN000298076 ,J:161428 
MGI:2138968,Clp1,"CLP1, cleavage and polyadenylation factor I subunit",2,,"tRNA splicing, via endonucleolytic cleavage and ligation",,,ISO,Q92989 ,J:164563 
MGI:1914127,Crnkl1,crooked neck pre-mRNA splicing factor 1,2,,"mRNA splicing, via spliceosome",,,ISO,AF318303 ,J:77759 
MGI:1914127,Crnkl1,crooked neck pre-mRNA splicing factor 1,2,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1914127,Crnkl1,crooked neck pre-mRNA splicing factor 1,2,,spliceosomal complex assembly,,,IBA,PTN000133724 ,J:161428 
MGI:1914127,Crnkl1,crooked neck pre-mRNA splicing factor 1,2,,spliceosomal complex assembly,,,ISO,Q9BZJ0 ,J:164563 
MGI:1913320,Cwc15,CWC15 spliceosome-associated protein,9,,"mRNA splicing, via spliceosome",,,IEA,IPR006973 ,J:72247 
MGI:1913320,Cwc15,CWC15 spliceosome-associated protein,9,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:2136773,Cwc22,CWC22 spliceosome-associated protein,2,,"mRNA splicing, via spliceosome",,,IBA,PTN000427686 ,J:161428 
MGI:2136773,Cwc22,CWC22 spliceosome-associated protein,2,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1917498,Dazap1,DAZ associated protein 1,10,,"positive regulation of mRNA splicing, via spliceosome",,,IMP,,J:204486 
MGI:1931520,Dbr1,debranching RNA lariats 1,9,,"mRNA splicing, via spliceosome",,,IDA,,J:64827 
MGI:1931520,Dbr1,debranching RNA lariats 1,9,,"RNA splicing, via transesterification reactions",,,ISO,Q9UK59 ,J:164563 
MGI:1921078,Dcaf4,DDB1 and CUL4 associated factor 4,12,,RNA splicing,,,IBA,PTN001108918 ,J:161428 
MGI:1916555,Dcps,"decapping enzyme, scavenger",9,,"mRNA cis splicing, via spliceosome",,,ISO,Q96C86 ,J:164563 
MGI:1916555,Dcps,"decapping enzyme, scavenger",9,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:2144727,Ddx1,DEAD (Asp-Glu-Ala-Asp) box polypeptide 1,12,,"tRNA splicing, via endonucleolytic cleavage and ligation",,,ISO,Q92499 ,J:164563 
MGI:105037,Ddx5,DEAD (Asp-Glu-Ala-Asp) box polypeptide 5,11,,"alternative mRNA splicing, via spliceosome",,,IMP,,J:240379 
MGI:105037,Ddx5,DEAD (Asp-Glu-Ala-Asp) box polypeptide 5,11,,"alternative mRNA splicing, via spliceosome",,,ISO,P17844 ,J:164563 
MGI:105037,Ddx5,DEAD (Asp-Glu-Ala-Asp) box polypeptide 5,11,,"regulation of alternative mRNA splicing, via spliceosome",,,IDA,,J:238450 
MGI:105037,Ddx5,DEAD (Asp-Glu-Ala-Asp) box polypeptide 5,11,,"regulation of alternative mRNA splicing, via spliceosome",,,ISO,P17844 ,J:164563 
MGI:105037,Ddx5,DEAD (Asp-Glu-Ala-Asp) box polypeptide 5,11,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1914290,Ddx17,DEAD (Asp-Glu-Ala-Asp) box polypeptide 17,15,,"alternative mRNA splicing, via spliceosome",,,IMP,,J:240379 
MGI:1914290,Ddx17,DEAD (Asp-Glu-Ala-Asp) box polypeptide 17,15,,"alternative mRNA splicing, via spliceosome",,,ISO,Q92841 ,J:164563 
MGI:1914290,Ddx17,DEAD (Asp-Glu-Ala-Asp) box polypeptide 17,15,,"regulation of alternative mRNA splicing, via spliceosome",,,IDA,,J:238450 
MGI:1914290,Ddx17,DEAD (Asp-Glu-Ala-Asp) box polypeptide 17,15,,"regulation of alternative mRNA splicing, via spliceosome",,,ISO,Q92841 ,J:164563 
MGI:1914290,Ddx17,DEAD (Asp-Glu-Ala-Asp) box polypeptide 17,15,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:99526,Ddx19a,DEAD (Asp-Glu-Ala-Asp) box polypeptide 19a,8,,RNA splicing,,,IBA,PTN000619776 ,J:161428 
MGI:2148251,Ddx19b,DEAD (Asp-Glu-Ala-Asp) box polypeptide 19b,8,,RNA splicing,,,IBA,PTN000619776 ,J:161428 
MGI:1858415,Ddx20,DEAD (Asp-Glu-Ala-Asp) box polypeptide 20,3,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1858415,Ddx20,DEAD (Asp-Glu-Ala-Asp) box polypeptide 20,3,,spliceosomal snRNP assembly,,,ISO,Q9UHI6 ,J:164563 
MGI:1921601,Ddx23,DEAD (Asp-Glu-Ala-Asp) box polypeptide 23,15,,"RNA splicing, via transesterification reactions",,,IBA,PTN000619358 ,J:161428 
MGI:1353582,Ddx25,DEAD (Asp-Glu-Ala-Asp) box polypeptide 25,9,,RNA splicing,,,IBA,PTN000619776 ,J:161428 
MGI:1915528,Ddx39,DEAD (Asp-Glu-Ala-Asp) box polypeptide 39,8,,"mRNA splicing, via spliceosome",,,IBA,PTN000620148 ,J:161428 
MGI:1915528,Ddx39,DEAD (Asp-Glu-Ala-Asp) box polypeptide 39,8,,"mRNA splicing, via spliceosome",,,ISO,O00148 ,J:164563 
MGI:1915528,Ddx39,DEAD (Asp-Glu-Ala-Asp) box polypeptide 39,8,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:99240,Ddx39b,DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B,17,,"mRNA splicing, via spliceosome",,,IBA,PTN000620148 ,J:161428 
MGI:99240,Ddx39b,DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B,17,,"mRNA splicing, via spliceosome",,,ISO,Q13838 ,J:164563 
MGI:99240,Ddx39b,DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B,17,,RNA splicing,,,ISO,Q13838 ,J:164563 
MGI:99240,Ddx39b,DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B,17,,spliceosomal complex assembly,,,ISO,Q13838 ,J:164563 
MGI:1920185,Ddx41,DEAD (Asp-Glu-Ala-Asp) box polypeptide 41,13,,"mRNA splicing, via spliceosome",,,ISO,Q9UJV9 ,J:164563 
MGI:1920185,Ddx41,DEAD (Asp-Glu-Ala-Asp) box polypeptide 41,13,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1920895,Ddx46,DEAD (Asp-Glu-Ala-Asp) box polypeptide 46,13,,"mRNA splicing, via spliceosome",,,IBA,PTN000618950 ,J:161428 
MGI:1920895,Ddx46,DEAD (Asp-Glu-Ala-Asp) box polypeptide 46,13,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1915005,Ddx47,DEAD (Asp-Glu-Ala-Asp) box polypeptide 47,6,,RNA splicing,,,ISO,Q9H0S4 ,J:164563 
MGI:107854,Dgcr14,DiGeorge syndrome critical region gene 14,16,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1306823,Dhx8,DEAH (Asp-Glu-Ala-His) box polypeptide 8,11,,"mRNA splicing, via spliceosome",,,IBA,PTN000433761 ,J:161428 
MGI:1306823,Dhx8,DEAH (Asp-Glu-Ala-His) box polypeptide 8,11,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:108177,Dhx9,DEAH (Asp-Glu-Ala-His) box polypeptide 9,1,,"alternative mRNA splicing, via spliceosome",,,ISO,Q08211 ,J:164563 
MGI:108177,Dhx9,DEAH (Asp-Glu-Ala-His) box polypeptide 9,1,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1099786,Dhx15,DEAH (Asp-Glu-Ala-His) box polypeptide 15,5,,"mRNA splicing, via spliceosome",,,IBA,PTN000434138 ,J:161428 
MGI:1099786,Dhx15,DEAH (Asp-Glu-Ala-His) box polypeptide 15,5,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1916442,Dhx16,DEAH (Asp-Glu-Ala-His) box polypeptide 16,17,,"mRNA splicing, via spliceosome",,,IBA,PTN000434013 ,J:161428 
MGI:2141813,Dhx32,DEAH (Asp-Glu-Ala-His) box polypeptide 32,7,,"mRNA splicing, via spliceosome",,,IBA,PTN000434138 ,J:161428 
MGI:1927617,Dhx38,DEAH (Asp-Glu-Ala-His) box polypeptide 38,8,,"mRNA splicing, via spliceosome",,,IBA,PTN000433947 ,J:161428 
MGI:1927617,Dhx38,DEAH (Asp-Glu-Ala-His) box polypeptide 38,8,,"mRNA splicing, via spliceosome",,,ISO,Q92620 ,J:164563 
MGI:1914737,Dhx40,DEAH (Asp-Glu-Ala-His) box polypeptide 40,11,,"mRNA splicing, via spliceosome",,,IBA,PTN000433761 ,J:161428 
MGI:2136388,Dqx1,DEAQ RNA-dependent ATPase,6,,"mRNA splicing, via spliceosome",,,IBA,PTN000434138 ,J:161428 
MGI:1330299,Dyrk1a,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1a,16,,"negative regulation of mRNA splicing, via spliceosome",,,IMP,,J:182960 
MGI:1330299,Dyrk1a,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1a,16,,"regulation of alternative mRNA splicing, via spliceosome",,,ISO,RGD:2528 ,J:155856 
MGI:1917851,Ecd,ecdysoneless cell cycle regulator,14,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1336880,Eftud2,elongation factor Tu GTP binding domain containing 2,11,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1923731,Eif4a3,eukaryotic translation initiation factor 4A3,11,,"positive regulation of mRNA splicing, via spliceosome",,,IMP,,J:140901 
MGI:1930134,Ern1,endoplasmic reticulum (ER) to nucleus signalling 1,11,,mRNA endonucleolytic cleavage involved in unfolded protein response,,,ISO,O75460 ,J:164563 
MGI:1930134,Ern1,endoplasmic reticulum (ER) to nucleus signalling 1,11,,"mRNA splicing, via endonucleolytic cleavage and ligation",,,ISO,O75460 ,J:164563 
MGI:1930134,Ern1,endoplasmic reticulum (ER) to nucleus signalling 1,11,,positive regulation of RNA splicing,,,ISO,O75460 ,J:164563 
MGI:1917326,Esrp1,epithelial splicing regulatory protein 1,4,,"alternative mRNA splicing, via spliceosome",uses Fgfr1|uses Fgfr2|uses Fgfr3|uses Arhgef11,,IGI,MGI:1924661 ,J:226997 
MGI:1917326,Esrp1,epithelial splicing regulatory protein 1,4,,regulation of RNA splicing,,,ISO,Q6NXG1 ,J:164563 
MGI:1917326,Esrp1,epithelial splicing regulatory protein 1,4,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1924661,Esrp2,epithelial splicing regulatory protein 2,8,,"alternative mRNA splicing, via spliceosome",uses Fgfr1|uses Fgfr2|uses Fgfr3|uses Arhgef11|uses Enah,,IGI,MGI:1917326 ,J:226997 
MGI:1924661,Esrp2,epithelial splicing regulatory protein 2,8,,regulation of RNA splicing,,,ISO,Q9H6T0 ,J:164563 
MGI:1924661,Esrp2,epithelial splicing regulatory protein 2,8,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1913837,Fastk,Fas-activated serine/threonine kinase,5,,regulation of RNA splicing,,,ISO,Q14296 ,J:164563 
MGI:95564,Fmr1,fragile X mental retardation syndrome 1,X,,"regulation of alternative mRNA splicing, via spliceosome",,,IDA,,J:173059 
MGI:95564,Fmr1,fragile X mental retardation syndrome 1,X,,"regulation of alternative mRNA splicing, via spliceosome",,,ISO,Q06787 ,J:164563 
MGI:95564,Fmr1,fragile X mental retardation syndrome 1,X,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:893597,Frg1,FSHD region gene 1,8,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:2141656,Gcfc2,GC-rich sequence DNA binding factor 2,6,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:2141656,Gcfc2,GC-rich sequence DNA binding factor 2,6,,spliceosomal complex assembly,,,ISO,P16383 ,J:164563 
MGI:1913853,Gemin2,gem nuclear organelle associated protein 2,12,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1913853,Gemin2,gem nuclear organelle associated protein 2,12,,spliceosomal complex assembly,,,IEA,IPR017364 ,J:72247 
MGI:1913853,Gemin2,gem nuclear organelle associated protein 2,12,,spliceosomal snRNP assembly,,,ISO,O14893 ,J:164563 
MGI:2449313,Gemin4,gem nuclear organelle associated protein 4,11,,spliceosomal snRNP assembly,,,IBA,PTN001036936 ,J:161428 
MGI:2449313,Gemin4,gem nuclear organelle associated protein 4,11,,spliceosomal snRNP assembly,,,ISO,P57678 ,J:164563 
MGI:2449311,Gemin5,gem nuclear organelle associated protein 5,11,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:2449311,Gemin5,gem nuclear organelle associated protein 5,11,,spliceosomal snRNP assembly,,,ISO,Q8TEQ6 ,J:164563 
MGI:1914492,Gemin6,gem nuclear organelle associated protein 6,17,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1914492,Gemin6,gem nuclear organelle associated protein 6,17,,spliceosomal complex assembly,,,IEA,IPR009422 ,J:72247 
MGI:1914492,Gemin6,gem nuclear organelle associated protein 6,17,,spliceosomal snRNP assembly,,,ISO,Q8WXD5 ,J:164563 
MGI:1916981,Gemin7,gem nuclear organelle associated protein 7,7,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1916981,Gemin7,gem nuclear organelle associated protein 7,7,,spliceosomal snRNP assembly,,,ISO,Q9H840 ,J:164563 
MGI:2384300,Gemin8,gem nuclear organelle associated protein 8,X,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:2384300,Gemin8,gem nuclear organelle associated protein 8,X,,spliceosomal snRNP assembly,,,ISO,Q9NWZ8 ,J:164563 
MGI:3644226,Gm8994,predicted gene 8994,6,,RNA splicing,,,IBA,PTN000619776 ,J:161428 
MGI:3702053,Gm13691,predicted gene 13691,2,,"mRNA splicing, via spliceosome",,,IBA,PTN000427686 ,J:161428 
MGI:3702055,Gm13693,predicted gene 13693,2,,"mRNA splicing, via spliceosome",,,IBA,PTN000427686 ,J:161428 
MGI:3702064,Gm13694,predicted gene 13694,2,,"mRNA splicing, via spliceosome",,,IBA,PTN000427686 ,J:161428 
MGI:3702066,Gm13695,predicted gene 13695,2,,"mRNA splicing, via spliceosome",,,IBA,PTN000427686 ,J:161428 
MGI:3702068,Gm13696,predicted gene 13696,2,,"mRNA splicing, via spliceosome",,,IBA,PTN000427686 ,J:161428 
MGI:3702070,Gm13697,predicted gene 13697,2,,"mRNA splicing, via spliceosome",,,IBA,PTN000427686 ,J:161428 
MGI:3702072,Gm13698,predicted gene 13698,2,,"mRNA splicing, via spliceosome",,,IBA,PTN000427686 ,J:161428 
MGI:3648256,Gm16381,predicted gene 16381,12,,"mRNA splicing, via spliceosome",,,IBA,PTN000315756 ,J:161428 
MGI:1891713,Habp4,hyaluronic acid binding protein 4,13,,positive regulation of RNA splicing,,,ISO,Q5JVS0 ,J:164563 
MGI:1891713,Habp4,hyaluronic acid binding protein 4,13,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:107159,Hmx2,H6 homeobox 2,7,,"positive regulation of mRNA splicing, via spliceosome",,,IMP,,J:204486 
MGI:104820,Hnrnpa1,heterogeneous nuclear ribonucleoprotein A1,15,,"alternative mRNA splicing, via spliceosome",,,IDA,,J:97604 
MGI:104820,Hnrnpa1,heterogeneous nuclear ribonucleoprotein A1,15,,RNA splicing,,,IDA,,J:97604 
MGI:104819,Hnrnpa2b1,heterogeneous nuclear ribonucleoprotein A2/B1,6,,"mRNA splicing, via spliceosome",,,ISO,P22626 ,J:164563 
MGI:104819,Hnrnpa2b1,heterogeneous nuclear ribonucleoprotein A2/B1,6,,"negative regulation of mRNA splicing, via spliceosome",,,IDA,,J:140901 
MGI:104819,Hnrnpa2b1,heterogeneous nuclear ribonucleoprotein A2/B1,6,,"negative regulation of mRNA splicing, via spliceosome",,,IMP,,J:140901 
MGI:104819,Hnrnpa2b1,heterogeneous nuclear ribonucleoprotein A2/B1,6,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1917171,Hnrnpa3,heterogeneous nuclear ribonucleoprotein A3,2,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:107795,Hnrnpc,heterogeneous nuclear ribonucleoprotein C,14,,"mRNA splicing, via spliceosome",,,ISO,P07910 ,J:164563 
MGI:107795,Hnrnpc,heterogeneous nuclear ribonucleoprotein C,14,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:2138741,Hnrnpf,heterogeneous nuclear ribonucleoprotein F,6,,regulation of RNA splicing,,,ISO,P52597 ,J:164563 
MGI:2138741,Hnrnpf,heterogeneous nuclear ribonucleoprotein F,6,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1891925,Hnrnph1,heterogeneous nuclear ribonucleoprotein H1,11,,regulation of RNA splicing,,,ISO,P31943 ,J:164563 
MGI:1891925,Hnrnph1,heterogeneous nuclear ribonucleoprotein H1,11,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:99894,Hnrnpk,heterogeneous nuclear ribonucleoprotein K,13,,"negative regulation of mRNA splicing, via spliceosome",,,IMP,,J:204486 
MGI:99894,Hnrnpk,heterogeneous nuclear ribonucleoprotein K,13,,positive regulation of RNA splicing,,,ISO,RGD:71058 ,J:155856 
MGI:99894,Hnrnpk,heterogeneous nuclear ribonucleoprotein K,13,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:104816,Hnrnpl,heterogeneous nuclear ribonucleoprotein L,7,,"negative regulation of mRNA splicing, via spliceosome",,,ISO,RGD:71059 ,J:155856 
MGI:104816,Hnrnpl,heterogeneous nuclear ribonucleoprotein L,7,,"regulation of alternative mRNA splicing, via spliceosome",,,IMP,,J:188749 
MGI:104816,Hnrnpl,heterogeneous nuclear ribonucleoprotein L,7,,"regulation of alternative mRNA splicing, via spliceosome",,,ISO,P14866 ,J:164563 
MGI:1919942,Hnrnpll,heterogeneous nuclear ribonucleoprotein L-like,17,,positive regulation of RNA splicing,,,ISO,Q8WVV9 ,J:164563 
MGI:1926465,Hnrnpm,heterogeneous nuclear ribonucleoprotein M,17,,"alternative mRNA splicing, via spliceosome",,,ISO,P52272 ,J:164563 
MGI:1926465,Hnrnpm,heterogeneous nuclear ribonucleoprotein M,17,,"mRNA splicing, via spliceosome",,,IEA,IPR024667 ,J:72247 
MGI:1926465,Hnrnpm,heterogeneous nuclear ribonucleoprotein M,17,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1858195,Hnrnpu,heterogeneous nuclear ribonucleoprotein U,1,,"regulation of alternative mRNA splicing, via spliceosome",,,ISO,Q00839 ,J:164563 
MGI:1858195,Hnrnpu,heterogeneous nuclear ribonucleoprotein U,1,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:105384,Hspa8,heat shock protein 8,9,,"positive regulation of mRNA splicing, via spliceosome",,,IMP,,J:204486 
MGI:105384,Hspa8,heat shock protein 8,9,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1919709,Htatsf1,HIV TAT specific factor 1,X,,"mRNA splicing, via spliceosome",,,IBA,PTN000401295 ,J:161428 
MGI:1345142,Ik,IK cytokine,18,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1923310,Isy1,ISY1 splicing factor homolog,6,,generation of catalytic spliceosome for second transesterification step,,,IBA,PTN000314659 ,J:161428 
MGI:1923310,Isy1,ISY1 splicing factor homolog,6,,mRNA 3'-splice site recognition,,,IBA,PTN000314659 ,J:161428 
MGI:1923310,Isy1,ISY1 splicing factor homolog,6,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1920723,Iws1,"IWS1, SUPT6 interacting protein",18,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1858910,Jmjd6,jumonji domain containing 6,11,,"regulation of mRNA splicing, via spliceosome",,,IMP,,J:169297 
MGI:1858910,Jmjd6,jumonji domain containing 6,11,,"regulation of mRNA splicing, via spliceosome",,,ISO,Q6NYC1 ,J:164563 
MGI:1858910,Jmjd6,jumonji domain containing 6,11,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:893579,Khdrbs1,"KH domain containing, RNA binding, signal transduction associated 1",4,,"regulation of mRNA splicing, via spliceosome",,,IDA,,J:179373 
MGI:2159649,Khdrbs2,"KH domain containing, RNA binding, signal transduction associated 2",1,,"regulation of mRNA splicing, via spliceosome",,,IDA,,J:179373 
MGI:1313312,Khdrbs3,"KH domain containing, RNA binding, signal transduction associated 3",15,,positive regulation of RNA splicing,,,ISO,RGD:620921 ,J:155856 
